Competitors,Founded,Headquarters,Industry,Name,Now known as,Overview URL,Part of,Revenue,Size,Type,Website
"Fidelity Investments, Vanguard",1947,"San Mateo, CA",Investment Banking & Asset Management,Franklin Templeton Investments,,"https://www.glassdoor.com/Overview/Working-at-Franklin-Templeton-Investments-EI_IE240744.11,41.htm",,$5 to $10 billion (USD) per year,5001 to 10000 employees,Company - Public (BEN),www.franklintempleton.com
"BE Aerospace, United Technologies, Recaro",1896,Plaisir (France),Aerospace & Defense,Zodiac Aerospace,,"https://www.glassdoor.com/Overview/Working-at-Zodiac-Aerospace-EI_IE10353.11,27.htm",Safran,$2 to $5 billion (USD) per year,10000+ employees,Company - Public (ZC),www.zodiacaerospace.com
,2003,"Belmont, CA",Telecommunications Services,RingCentral,,"https://www.glassdoor.com/Overview/Working-at-RingCentral-EI_IE197577.11,22.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Public (RNG),www.ringcentral.com
,1979,"Camas, WA",Investment Banking & Asset Management,Fisher Investments,,"https://www.glassdoor.com/Overview/Working-at-Fisher-Investments-EI_IE38954.11,29.htm",,Unknown / Non-Applicable,1001 to 5000 employees,Company - Private,www.fishercareers.com
,1999,"Arlington, VA",Aerospace & Defense,BAE Systems USA,,"https://www.glassdoor.com/Overview/Working-at-BAE-Systems-USA-EI_IE18934.11,26.htm",BAE Systems,$5 to $10 billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.baesystems.com/us
,1887,"New Brunswick, NJ",Biotech & Pharmaceuticals,Johnson & Johnson,,"https://www.glassdoor.com/Overview/Working-at-Johnson-and-Johnson-EI_IE364.11,30.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (JNJ),www.jnj.com
,1947,"Stockholm, Stockholm (Sweden)","Department, Clothing, & Shoe Stores",H&M,,"https://www.glassdoor.com/Overview/Working-at-H-and-M-EI_IE11918.11,18.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public ( HMB),www.hm.com
"Colonial Life & Accident Insurance Co., Unum, Combined Insurance",1955,"Columbus, GA",Insurance Carriers,Aflac,,"https://www.glassdoor.com/Overview/Working-at-Aflac-EI_IE1302.11,16.htm",,$10+ billion (USD) per year,5001 to 10000 employees,Company - Public (AFL),www.aflac.com
,1919,"Mc Lean, VA","Hotels, Motels, & Resorts",Hilton,,"https://www.glassdoor.com/Overview/Working-at-Hilton-EI_IE330.11,17.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (HLT),www.hilton.com
,1914,"Mc Lean, VA",Consulting,Booz Allen Hamilton,,"https://www.glassdoor.com/Overview/Working-at-Booz-Allen-Hamilton-EI_IE2735.11,30.htm",,$5 to $10 billion (USD) per year,10000+ employees,Company - Public (BAH),www.boozallen.com
,,"Framingham, MA","Department, Clothing, & Shoe Stores",TJ Maxx,,"https://www.glassdoor.com/Overview/Working-at-TJ-Maxx-EI_IE242612.11,18.htm",TJX Companies,$10+ billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.tjmaxx.com
"Staples, OfficeMax, The UPS Store",2004,"Plano, TX",Business Service Centers & Copy Shops,FedEx Office,,"https://www.glassdoor.com/Overview/Working-at-FedEx-Office-EI_IE3959.11,23.htm",,$1 to $2 billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.fedex.com/us/office
"Life Time, Virgin Active, ClubCorp",1991,"New York, NY",Sports & Recreation,Equinox Fitness,,"https://www.glassdoor.com/Overview/Working-at-Equinox-Fitness-EI_IE134448.11,26.htm",,$1 to $2 billion (USD) per year,10000+ employees,Company - Private,www.equinox.com
"Systemax, Amazon, Rakuten",2000,"City of Industry, CA",Other Retail Stores,Newegg,,"https://www.glassdoor.com/Overview/Working-at-Newegg-EI_IE38099.11,17.htm",,$2 to $5 billion (USD) per year,1001 to 5000 employees,Company - Private,www.newegg.com
Unknown,1874,"Los Angeles, CA",Grocery Stores & Supermarkets,Smart & Final,,"https://www.glassdoor.com/Overview/Working-at-Smart-and-Final-EI_IE480.11,26.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Public (SFS),www.smartandfinal.com
,1962,"Atlanta, GA","Cable, Internet & Telephone Providers",Cox Communications,,"https://www.glassdoor.com/Overview/Working-at-Cox-Communications-EI_IE4063.11,29.htm",Cox Enterprises,$2 to $5 billion (USD) per year,10000+ employees,Company - Private,www.cox.com
"AEG, StubHub",2005,"Beverly Hills, CA",Music Production & Distribution,Live Nation Entertainment,,"https://www.glassdoor.com/Overview/Working-at-Live-Nation-Entertainment-EI_IE7601.11,36.htm",,$5 to $10 billion (USD) per year,10000+ employees,Company - Public (LYV),www.livenationentertainment.com
,2014,"Roseville, CA",Lending,Loanpal,,"https://www.glassdoor.com/Overview/Working-at-Loanpal-EI_IE1643687.11,18.htm",,Unknown / Non-Applicable,501 to 1000 employees,Company - Private,www.loanpal.com
,2004,"Milpitas, CA",Computer Hardware & Software,FireEye,,"https://www.glassdoor.com/Overview/Working-at-FireEye-EI_IE235161.11,18.htm",,Unknown / Non-Applicable,1001 to 5000 employees,Company - Public (FEYE),www.fireeye.com
"HCA Healthcare, Dignity Health, Kaiser Permanente",1981,"Irvine, CA",Health Care Services & Hospitals,St. Joseph Health System,,"https://www.glassdoor.com/Overview/Working-at-St-Joseph-Health-System-EI_IE20920.11,34.htm",,$5 to $10 billion (USD) per year,10000+ employees,Nonprofit Organization,www.stjhs.org
,1999,"Irvine, CA",Staffing & Outsourcing,CyberCoders,,"https://www.glassdoor.com/Overview/Working-at-CyberCoders-EI_IE245479.11,22.htm",ASGN Incorporated,$100 to $500 million (USD) per year,201 to 500 employees,Subsidiary or Business Segment,www.cybercoders.com
,1982,"Minneapolis, MN",Casual Restaurants,Buffalo Wild Wings,,"https://www.glassdoor.com/Overview/Working-at-Buffalo-Wild-Wings-EI_IE8370.11,29.htm",,$1 to $2 billion (USD) per year,10000+ employees,Company - Private,www.buffalowildwings.com
"Apple, Samsung Electronics, Microsoft",1928,"Chicago, IL",Telecommunications Manufacturing,Motorola Mobility,,"https://www.glassdoor.com/Overview/Working-at-Motorola-Mobility-EI_IE451.11,28.htm",Lenovo,$2 to $5 billion (USD) per year,1001 to 5000 employees,Company - Private,www.motorola.com
,1997,"Sunnyvale, CA",Computer Hardware & Software,Support.com,,"https://www.glassdoor.com/Overview/Working-at-Support-com-EI_IE343358.11,22.htm",,$50 to $100 million (USD) per year,1001 to 5000 employees,Company - Public (SPRT),www.support.com
,1973,"Boston, MA",Consulting,Bain & Company,,"https://www.glassdoor.com/Overview/Working-at-Bain-and-Company-EI_IE3752.11,27.htm",,$2 to $5 billion (USD) per year,5001 to 10000 employees,Company - Private,www.bain.com
,1994,"London, England (UK)",Advertising & Marketing,AKQA,,"https://www.glassdoor.com/Overview/Working-at-AKQA-EI_IE23381.11,15.htm",WPP,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Public,www.akqa.com
,2006,"San Mateo, CA",Computer Hardware & Software,Apttus,,"https://www.glassdoor.com/Overview/Working-at-Apttus-EI_IE544762.11,17.htm",,Unknown / Non-Applicable,1001 to 5000 employees,Company - Private,www.apttus.com
,1952,"New York, NY",Advertising & Marketing,Edelman,,https://www.glassdoor.com/edelman,,$500 million to $1 billion (USD) per year,5001 to 10000 employees,Company - Private,www.edelman.com
,1981,Lausanne (Switzerland),Computer Hardware & Software,Logitech,,"https://www.glassdoor.com/Overview/Working-at-Logitech-EI_IE3806.11,19.htm",,$2 to $5 billion (USD) per year,1001 to 5000 employees,Company - Public (LOGI),www.logitech.com
"Royal Caribbean Cruises, Celebrity Cruises, Holland America",1965,"Santa Clarita, CA",Sports & Recreation,Princess Cruise Lines,,"https://www.glassdoor.com/Overview/Working-at-Princess-Cruise-Lines-EI_IE262706.11,32.htm",Carnival,$2 to $5 billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.princess.com
"Capgemini, Slalom, Accenture",1983,"Hanover, MD",Staffing & Outsourcing,TEKsystems,,"https://www.glassdoor.com/Overview/Working-at-TEKsystems-EI_IE23297.11,21.htm",Allegis Group,$2 to $5 billion (USD) per year,1001 to 5000 employees,Subsidiary or Business Segment,www.teksystems.com
,2008,"San Francisco, CA",Enterprise Software & Network Solutions,Castlight,,"https://www.glassdoor.com/Overview/Working-at-Castlight-EI_IE339490.11,20.htm",,$100 to $500 million (USD) per year,501 to 1000 employees,Company - Public (CSLT),www.castlighthealth.com
,1991,"New York, NY",Computer Hardware & Software,HCL Technologies,,"https://www.glassdoor.com/Overview/Working-at-HCL-Technologies-EI_IE553909.11,27.htm",,$5 to $10 billion (USD) per year,10000+ employees,Company - Public (HCLT),www.hcltech.com
"Applebee's, Buffalo Wild Wings, TGI Fridays",1975,"Dallas, TX",Casual Restaurants,Chili's Grill and Bar,,"https://www.glassdoor.com/Overview/Working-at-Chili-s-Grill-and-Bar-EI_IE143310.11,32.htm",Brinker,$100 to $500 million (USD) per year,10000+ employees,Company - Public (EAT),www.chilisjobs.com
,1999,"Aliso Viejo, CA",,UST Global,,"https://www.glassdoor.com/Overview/Working-at-UST-Global-EI_IE155577.11,21.htm",,$1 to $2 billion (USD) per year,10000+ employees,Company - Private,www.ust-global.com
Unknown,1959,"Orlando, FL",Sports & Recreation,SeaWorld Parks & Entertainment,,"https://www.glassdoor.com/Overview/Working-at-SeaWorld-Parks-and-Entertainment-EI_IE7861.11,43.htm",,$1 to $2 billion (USD) per year,10000+ employees,Company - Public (SEAS),www.seaworldentertainment.com
"Eaton, SMC Corporation, Bosch Rexroth",1917,"Cleveland, OH",Industrial Manufacturing,Parker Hannifin,,"https://www.glassdoor.com/Overview/Working-at-Parker-Hannifin-EI_IE517.11,26.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (PH),www.parker.com
,2010,"Irvine, CA",IT Services,CoreLogic,,"https://www.glassdoor.com/Overview/Working-at-CoreLogic-EI_IE30994.11,20.htm",,$1 to $2 billion (USD) per year,5001 to 10000 employees,Company - Public (CLGX),www.corelogic.com
,2002,"Carpinteria, CA",Computer Hardware & Software,Procore Technologies,,"https://www.glassdoor.com/Overview/Working-at-Procore-Technologies-EI_IE691343.11,31.htm",,Unknown / Non-Applicable,1001 to 5000 employees,Company - Private,www.procore.com
,1886,"Atlanta, GA",Food & Beverage Manufacturing,The Coca-Cola Company,,"https://www.glassdoor.com/Overview/Working-at-The-Coca-Cola-Company-EI_IE161.11,32.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (KO),www.coca-colacompany.com
Unknown,1982,"Orlando, FL",Casual Restaurants,Olive Garden Italian Restaurants,,"https://www.glassdoor.com/Overview/Working-at-Olive-Garden-Italian-Restaurants-EI_IE536862.11,43.htm",Darden,$2 to $5 billion (USD) per year,10000+ employees,Company - Public,www.olivegarden.com
,,"Seattle, WA","Department, Clothing, & Shoe Stores",Nordstrom Rack,,"https://www.glassdoor.com/Overview/Working-at-Nordstrom-Rack-EI_IE587559.11,25.htm",Nordstrom,$5 to $10 billion (USD) per year,5001 to 10000 employees,Subsidiary or Business Segment,www.nordstromrack.com
Unknown,1949,"Long Beach, CA",Colleges & Universities,CSU Long Beach,,"https://www.glassdoor.com/Overview/Working-at-CSU-Long-Beach-EI_IE112602.11,25.htm",,$100 to $500 million (USD) per year,5001 to 10000 employees,College / University,www.csulb.edu
Unknown,1994,"Concord, CA",Food & Beverage Stores,BevMo!,,"https://www.glassdoor.com/Overview/Working-at-BevMo-EI_IE194868.11,16.htm",,$500 million to $1 billion (USD) per year,1001 to 5000 employees,Company - Private,www.bevmo.com
Unknown,Unknown,"San Francisco, CA",Federal Agencies,City and County of San Francisco,,"https://www.glassdoor.com/Overview/Working-at-City-and-County-of-San-Francisco-EI_IE666646.11,43.htm",,Unknown / Non-Applicable,5001 to 10000 employees,Government,www.sfgov.org
"GE, Siemens",1927,"San Diego, CA",Oil & Gas Services,Solar Turbines,,"https://www.glassdoor.com/Overview/Working-at-Solar-Turbines-EI_IE16799.11,25.htm",Caterpillar,$500 million to $1 billion (USD) per year,5001 to 10000 employees,Subsidiary or Business Segment,www.solarturbines.com
,2003,"San Mateo, CA",Consumer Products Manufacturing,GoPro,,"https://www.glassdoor.com/Overview/Working-at-GoPro-EI_IE407465.11,16.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Public (GPRO),www.gopro.com
,1972,"Burlington, NJ","Department, Clothing, & Shoe Stores",Burlington Stores,,"https://www.glassdoor.com/Overview/Working-at-Burlington-Stores-EI_IE114.11,28.htm",,$5 to $10 billion (USD) per year,10000+ employees,Company - Public (BURL),www.burlingtonstores.com
,2006,"Santa Monica, CA",Internet,Leaf Group,,"https://www.glassdoor.com/Overview/Working-at-Leaf-Group-EI_IE1455197.11,21.htm",,$100 to $500 million (USD) per year,201 to 500 employees,Company - Public (LFGR),www.leafgroup.com
Unknown,1856,"Sacramento, CA",State & Regional Agencies,California Department of Corrections and Rehabilitation,,"https://www.glassdoor.com/Overview/Working-at-California-Department-of-Corrections-and-Rehabilitation-EI_IE41905.11,66.htm",,Unknown / Non-Applicable,10000+ employees,Government,www.cdcr.ca.gov
,1845,"New York, NY",Insurance Agencies & Brokerages,New York Life,,"https://www.glassdoor.com/Overview/Working-at-New-York-Life-EI_IE2915.11,24.htm",,$10+ billion (USD) per year,10000+ employees,Company - Private,www.newyorklife.com
Unknown,1979,"Memphis, TN",Unknown,AutoZone,,"https://www.glassdoor.com/Overview/Working-at-AutoZone-EI_IE610.11,19.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (AZO),www.autozone.com
,1896,"Pleasanton, CA",Biotech & Pharmaceuticals,Roche,,"https://www.glassdoor.com/Overview/Working-at-Roche-EI_IE3480.11,16.htm",,$10+ billion (USD) per year,5001 to 10000 employees,Company - Public (RHHBY),www.roche.com/careers
"The Children's Place, Carter's, Gap Inc.",1976,"San Francisco, CA","Department, Clothing, & Shoe Stores",Gymboree,,"https://www.glassdoor.com/Overview/Working-at-Gymboree-EI_IE2308.11,19.htm",,$1 to $2 billion (USD) per year,5001 to 10000 employees,Company - Private,www.gymboree.com
,1998,"Redwood City, CA",Enterprise Software & Network Solutions,Equinix,,"https://www.glassdoor.com/Overview/Working-at-Equinix-EI_IE11296.11,18.htm",,$2 to $5 billion (USD) per year,5001 to 10000 employees,Company - Public (EQIX),www.equinix.com
,1983,"Santa Clara, CA",Banks & Credit Unions,Silicon Valley Bank,,"https://www.glassdoor.com/Overview/Working-at-Silicon-Valley-Bank-EI_IE107161.11,30.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Public (SIVB),www.svb.com
,1999,"San Jose, CA",Computer Hardware & Software,Sage Intacct,,"https://www.glassdoor.com/Overview/Working-at-Sage-Intacct-EI_IE241270.11,23.htm",,Unknown / Non-Applicable,501 to 1000 employees,Subsidiary or Business Segment,www.sageintacct.com
"AudaExplore - a Solera Company, CCC Information Services, Summitworks Technologies",1946,"San Diego, CA",Computer Hardware & Software,Mitchell International,,"https://www.glassdoor.com/Overview/Working-at-Mitchell-International-EI_IE26628.11,33.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Private,www.mitchell.com
Unknown,1970,"Sacramento, CA",State & Regional Agencies,Caltrans,,"https://www.glassdoor.com/Overview/Working-at-Caltrans-EI_IE41728.11,19.htm",,Unknown / Non-Applicable per year,10000+ employees,Government,www.dot.ca.gov
Unknown,1962,"Long Beach, CA",Colleges & Universities,California State University,,"https://www.glassdoor.com/Overview/Working-at-California-State-University-EI_IE5321.11,38.htm",,$2 to $5 billion (USD) per year,10000+ employees,College / University,www.calstate.edu
,1971,"Rochester, NY",Enterprise Software & Network Solutions,Paychex,,"https://www.glassdoor.com/Overview/Working-at-Paychex-EI_IE1762.11,18.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Public (PAYX),www.paychex.com
,2011,"San Francisco, CA",Other Retail Stores,Stitch Fix,,"https://www.glassdoor.com/Overview/Working-at-Stitch-Fix-EI_IE783817.11,21.htm",,$500 million to $1 billion (USD) per year,5001 to 10000 employees,Company - Public (SFIX),www.stitchfix.com
Unknown,Unknown,"Los Angeles, CA",Fast-Food & Quick-Service Restaurants,Carl's Jr,,"https://www.glassdoor.com/Overview/Working-at-Carl-s-Jr-EI_IE328664.11,20.htm",,Unknown / Non-Applicable per year,501 to 1000 employees,Company - Private,www.carlsjr.com
,2001,"Pleasanton, CA",Financial Transaction Processing,Blackhawk Network,,"https://www.glassdoor.com/Overview/Working-at-Blackhawk-Network-EI_IE105675.11,28.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Private,www.blackhawknetwork.com
,1964,"San Marcos, CA","Hotels, Motels, & Resorts",Welk Resort Group,,"https://www.glassdoor.com/Overview/Working-at-Welk-Resort-Group-EI_IE243921.11,28.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Private,www.welkresorts.com
,1946,"Atlanta, GA",Fast-Food & Quick-Service Restaurants,Chick-fil-A,,"https://www.glassdoor.com/Overview/Working-at-Chick-fil-A-EI_IE5873.11,22.htm",,$5 to $10 billion (USD) per year,5001 to 10000 employees,Company - Private,www.chick-fil-a.com
,1983,"Bentonville, AR",General Merchandise & Superstores,Sam's Club,,"https://www.glassdoor.com/Overview/Working-at-Sam-s-Club-EI_IE7811.11,21.htm",Walmart,$10+ billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.samsclub.com
Unknown,1977,"Pittsburgh, PA","Department, Clothing, & Shoe Stores",American Eagle Outfitters,,"https://www.glassdoor.com/Overview/Working-at-American-Eagle-Outfitters-EI_IE2642.11,36.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Public (AEO),www.aeo.jobs
Unknown,1851,"Santa Clara, CA",Colleges & Universities,Santa Clara University,,"https://www.glassdoor.com/Overview/Working-at-Santa-Clara-University-EI_IE29607.11,33.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,College / University,www.scu.edu
,1836,Rueil-Malmaison (France),Energy,Schneider Electric,,"https://www.glassdoor.com/Overview/Working-at-Schneider-Electric-EI_IE3956.11,29.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (SU.PA),www.schneider-electric.com
,,"Atlanta, GA",Staffing & Outsourcing,Randstad US,,"https://www.glassdoor.com/Overview/Working-at-Randstad-US-EI_IE18424.11,22.htm",,Unknown / Non-Applicable,1001 to 5000 employees,Subsidiary or Business Segment,www.randstadusa.com
Unknown,1998,"Los Angeles, CA",Consumer Products Manufacturing,American Apparel,,"https://www.glassdoor.com/Overview/Working-at-American-Apparel-EI_IE18373.11,27.htm",,$500 million to $1 billion (USD) per year,1001 to 5000 employees,Company - Public (APP),www.americanapparel.net
,1997,"Bellevue, WA",Health Care Services & Hospitals,Aegis Living,,"https://www.glassdoor.com/Overview/Working-at-Aegis-Living-EI_IE199051.11,23.htm",,Unknown / Non-Applicable,1001 to 5000 employees,Company - Private,www.aegisliving.com
"Johnson & Johnson, Medtronic",1987,"Rancho Santa Margarita, CA",Health Care Products Manufacturing,Applied Medical,,"https://www.glassdoor.com/Overview/Working-at-Applied-Medical-EI_IE158635.11,26.htm",,$500 million to $1 billion (USD) per year,1001 to 5000 employees,Company - Private,www.appliedmedical.com
,1994,"San Francisco, CA",Consulting,Triage Consulting Group,,"https://www.glassdoor.com/Overview/Working-at-Triage-Consulting-Group-EI_IE132739.11,34.htm",,$100 to $500 million (USD) per year,501 to 1000 employees,Company - Private,www.triageconsulting.com
,1984,"Plano, TX",Movie Theaters,Cinemark,,"https://www.glassdoor.com/Overview/Working-at-Cinemark-EI_IE3612.11,19.htm",,$2 to $5 billion (USD) per year,10000+ employees,Company - Public (CNK),www.cinemark.com
Unknown,1855,"San Francisco, CA",Colleges & Universities,University of San Francisco,,"https://www.glassdoor.com/Overview/Working-at-University-of-San-Francisco-EI_IE23466.11,38.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,College / University,www.usfca.edu
Unknown,1940,"Buena Park, CA","Museums, Zoos & Amusement Parks",Knott's Berry Farm,,"https://www.glassdoor.com/Overview/Working-at-Knott-s-Berry-Farm-EI_IE473364.11,29.htm",,$100 to $500 million (USD) per year,501 to 1000 employees,Company - Private,www.knotts.com
,1966,"Santa Monica, CA",Publishing,Edmunds.com,,"https://www.glassdoor.com/Overview/Working-at-Edmunds-com-EI_IE21759.11,22.htm",,$100 to $500 million (USD) per year,501 to 1000 employees,Company - Private,www.edmunds.com
"SpaceX, Blue Origin, Orbital ATK",1942,"Rancho Cordova, CA",Aerospace & Defense,Aerojet Rocketdyne,,"https://www.glassdoor.com/Overview/Working-at-Aerojet-Rocketdyne-EI_IE8468.11,29.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Public (AJRD),www.rocket.com
"Hays, Adecco, Randstad",1948,"Milwaukee, WI",Staffing & Outsourcing,Manpower,,"https://www.glassdoor.com/Overview/Working-at-Manpower-EI_IE2548.11,19.htm",ManpowerGroup,$10+ billion (USD) per year,5001 to 10000 employees,Subsidiary or Business Segment,www.manpower.com
Unknown,Unknown,"Fullerton, CA",Colleges & Universities,CSU Fullerton,,"https://www.glassdoor.com/Overview/Working-at-CSU-Fullerton-EI_IE129386.11,24.htm",,$50 to $100 million (USD) per year,501 to 1000 employees,College / University,www.fullerton.edu
"Battelle, SRI International, MITRE",1997,"La Jolla, CA",Research & Development,The Scripps Research Institute,,"https://www.glassdoor.com/Overview/Working-at-The-Scripps-Research-Institute-EI_IE17448.11,41.htm",,$50 to $100 million (USD) per year,1001 to 5000 employees,Nonprofit Organization,www.scripps.edu
Unknown,1855,"Renton, WA",Health Care Services & Hospitals,Providence Health & Services,,"https://www.glassdoor.com/Overview/Working-at-Providence-Health-and-Services-EI_IE4651.11,41.htm",,$100 to $500 million (USD) per year,10000+ employees,Nonprofit Organization,www.providenceiscalling.jobs
"Urban Outfitters, Zumiez, Tillys",1980,"Anaheim, CA","Department, Clothing, & Shoe Stores",Pacific Sunwear,,"https://www.glassdoor.com/Overview/Working-at-Pacific-Sunwear-EI_IE2292.11,26.htm",,$500 million to $1 billion (USD) per year,5001 to 10000 employees,Company - Public (PSUN),www.pacsun.com
,1954,"Los Angeles, CA",Banks & Credit Unions,City National Bank,,"https://www.glassdoor.com/Overview/Working-at-City-National-Bank-EI_IE1266.11,29.htm",RBC,Unknown / Non-Applicable,1001 to 5000 employees,Subsidiary or Business Segment,www.cnb.com
,1931,"Deerfield, IL",Biotech & Pharmaceuticals,Baxter,,"https://www.glassdoor.com/Overview/Working-at-Baxter-EI_IE83.11,17.htm",,$500 million to $1 billion (USD) per year,10000+ employees,Company - Public (BAX),www.baxter.com
,2000,"New York, NY",Motion Picture Production & Distribution,CBS,,"https://www.glassdoor.com/Overview/Working-at-CBS-EI_IE117.11,14.htm",,$2 to $5 billion (USD) per year,5001 to 10000 employees,Subsidiary or Business Segment,www.cbs.com
,2003,"San Francisco, CA",Enterprise Software & Network Solutions,Splunk,,"https://www.glassdoor.com/Overview/Working-at-Splunk-EI_IE117313.11,17.htm",,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Public (SPLK),www.splunk.com
,2004,"Campbell, CA",Computer Hardware & Software,Barracuda Networks,,"https://www.glassdoor.com/Overview/Working-at-Barracuda-Networks-EI_IE39922.11,29.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Public (CUDA),www.barracudanetworks.com
Unknown,2006,"San Francisco, CA",Internet,Quantcast,,"https://www.glassdoor.com/Overview/Working-at-Quantcast-EI_IE222862.11,20.htm",,Unknown / Non-Applicable,501 to 1000 employees,Company - Private,www.quantcast.com
,1903,"Orange, CA",Health Care Services & Hospitals,Western Dental Services,,"https://www.glassdoor.com/Overview/Working-at-Western-Dental-Services-EI_IE18465.11,34.htm",,Unknown / Non-Applicable,5001 to 10000 employees,Company - Private,www.westerndental.com
Unknown,Unknown,"Rancho Cordova, CA",State & Regional Agencies,State of California,,"https://www.glassdoor.com/Overview/Working-at-State-of-California-EI_IE769657.11,30.htm",,Unknown / Non-Applicable,51 to 200 employees,Government,www.ca.gov
,1946,"Troy, MI",Staffing & Outsourcing,Kelly Services,,"https://www.glassdoor.com/Overview/Working-at-Kelly-Services-EI_IE1564.11,25.htm",,$5 to $10 billion (USD) per year,5001 to 10000 employees,"Company - Public (KELYA, KELYB)",www.kellyservices.com
,1956,"Framingham, MA","Department, Clothing, & Shoe Stores",Marshalls,,"https://www.glassdoor.com/Overview/Working-at-Marshalls-EI_IE155412.11,20.htm",TJX Companies,$1 to $2 billion (USD) per year,10000+ employees,Subsidiary or Business Segment,www.marshalls.com
,1938,"Kent, WA",Sporting Goods Stores,REI,,"https://www.glassdoor.com/Overview/Working-at-REI-EI_IE7319.11,14.htm",,$2 to $5 billion (USD) per year,5001 to 10000 employees,Company - Private,www.rei.com
,1998,"Irvine, CA",Health Care Services & Hospitals,Smile Brands,,"https://www.glassdoor.com/Overview/Working-at-Smile-Brands-EI_IE321628.11,23.htm",,$500 million to $1 billion (USD) per year,5001 to 10000 employees,Company - Private,www.smilebrands.com
,2007,"San Francisco, CA",Enterprise Software & Network Solutions,Zendesk,,"https://www.glassdoor.com/Overview/Working-at-Zendesk-EI_IE360923.11,18.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Public (ZEN),www.zendesk.com
,2008,"Palo Alto, CA",Internet,MZ,,"https://www.glassdoor.com/Overview/Working-at-MZ-EI_IE409080.11,13.htm",,Unknown / Non-Applicable,501 to 1000 employees,Company - Private,www.mz.com
Unknown,2009,"San Francisco, CA",Computer Hardware & Software,Okta,,"https://www.glassdoor.com/Overview/Working-at-Okta-EI_IE444756.11,15.htm",,Unknown / Non-Applicable,501 to 1000 employees,Company - Public (OKTA),www.okta.com
Unknown,Unknown,"Sacramento, CA",Health Care Services & Hospitals,UC Davis Health,,"https://www.glassdoor.com/Overview/Working-at-UC-Davis-Health-EI_IE611640.11,26.htm",,$2 to $5 billion (USD) per year,10000+ employees,Nonprofit Organization,health.ucdavis.edu
,1941,"Portage, MI",Health Care Products Manufacturing,Stryker,,"https://www.glassdoor.com/Overview/Working-at-Stryker-EI_IE1918.11,18.htm",,$10+ billion (USD) per year,10000+ employees,Company - Public (SYK),www.stryker.com
,2009,"San Jose, CA",Enterprise Software & Network Solutions,Nutanix,,"https://www.glassdoor.com/Overview/Working-at-Nutanix-EI_IE429159.11,18.htm",,Unknown / Non-Applicable,1001 to 5000 employees,Company - Public (NTNX),www.nutanix.com
,1994,"Orange, CA",Staffing & Outsourcing,Roth Staffing,,"https://www.glassdoor.com/Overview/Working-at-Roth-Staffing-EI_IE13955.11,24.htm",,$100 to $500 million (USD) per year,501 to 1000 employees,Company - Private,www.rothstaffing.com
,2005,"Santa Clara, CA",Enterprise Software & Network Solutions,Palo Alto Networks,,"https://www.glassdoor.com/Overview/Working-at-Palo-Alto-Networks-EI_IE115142.11,29.htm",,$2 to $5 billion (USD) per year,5001 to 10000 employees,Company - Public (PANW),www.paloaltonetworks.com
Unknown,2004,"Burlingame, CA",Airlines,Virgin America,,"https://www.glassdoor.com/Overview/Working-at-Virgin-America-EI_IE35336.11,25.htm",Alaska Airlines,$1 to $2 billion (USD) per year,1001 to 5000 employees,Company - Public (VA),www.virginamerica.com
,2006,"San Francisco, CA",Enterprise Software & Network Solutions,Meraki,,"https://www.glassdoor.com/Overview/Working-at-Meraki-EI_IE391788.11,17.htm",Cisco Systems,Unknown / Non-Applicable,1001 to 5000 employees,Subsidiary or Business Segment,meraki.cisco.com
,2010,"San Francisco, CA",Computer Hardware & Software,Pinterest,,"https://www.glassdoor.com/Overview/Working-at-Pinterest-EI_IE503467.11,20.htm",,$100 to $500 million (USD) per year,1001 to 5000 employees,Company - Public (PINS),www.pinterest.com
